old_stamp_id,new_stamp_id
643m,656m
643n,656n
643o,656o
643p,656p
643q,656q
643r,656r
643s,656s
643t,656t
643u,656u
643v,656v
643w,656w
643x,656x
643y,656y
643z,656z
643za,656za
643zb,656zb
644a,657a
644b,657b
644c,657c
644d,657d
644e,657e
644f,657f
645a,658a
646a,659a
646b,659b
646c,659c
646d,659d
646e,659e
646f,659f
646g,659g
646h,659h
646i,659i
647a,660a
647b,660b
648a,661a
648b,661b
648c,661c
648d,661d
648e,661e
648f,661f
649a,662a
649b,662b
650a,663a
650b,663b
650c,663c
650d,663d
650e,663e
650f,663f
650g,663g
651aa,664aa
651ab,664ab
651ac,664ac
651ad,664ad
651ae,664ae
651af,664af
651ag,664ag
651ah,664ah
651ai,664ai
651aj,664aj
651ak,664ak
651al,664al
651am,664am
651an,664an
651ao,664ao
651ap,664ap
651aq,664aq
651ar,664ar
651as,664as
651at,664at
651au,664au
651av,664av
651aw,664aw
651ax,664ax
651ay,664ay
651az,664az
651ba,664ba
651bb,664bb
651bc,664bc
651bd,664bd
651be,664be
651bf,664bf
651bg,664bg
651bh,664bh
651bi,664bi
651bj,664bj
651bk,664bk
651bl,664bl
652a,665a
653a,666a
653b,666b
653c,666c
653d,666d
653e,666e
654a,667a
654b,667b
654c,667c
654d,667d
654e,667e
654f,667f
655a,668a
655b,668b
655c,668c
655d,668d
655e,668e
655f,668f
655g,668g
655h,668h
655i,668i
656a,669a
656b,669b
656c,669c
656d,669d
656e,669e
656f,669f
656g,669g
657a,670a
658a,671a
659a,672a
659b,672b
659c,672c
659d,672d
659e,672e
659f,672f
659g,672g
659h,672h
659i,672i
660a,673a
660b,673b
660c,673c
660d,673d
660e,673e
660f,673f
661a,674a
661a1,674a1
661b,674b
661b1,674b1
661c,674c
661c1,674c1
661d,674d
661d1,674d1
661e,674e
661e1,674e1
661f,674f
661f1,674f1
661g,674g
661h,674h
661i,674i
662a,675a
662b,675b
662c,675c
662d,675d
662e,675e
662f,675f
662g,675g
662h,675h
663a,676a
663b,676b
663c,676c
663d,676d
663e,676e
663f,676f
663g,676g
663h,676h
663i,676i
663j,676j
663k,676k
663l,676l
663m,676m
663n,676n
663o,676o
663p,676p
663q,676q
663r,676r
663s,676s
663t,676t
663u,676u
663v,676v
663w,676w
663x,676x
663y,676y
663z,676za
664a,677a
664b,677b
664b1,677b1
664c,677c
664d,677d
664e,677e
664f,677f
664g,677g
665a,678a
665b,678b
665c,678c
665d,678d
665e,678e
665f,678f
665g,678g
665h,678h
665i,678i
665j,678j
665k,678k
665l,678l
665m,678m
665n,678n
666a,679a
666b,679b
666c,679c
666d,679d
666e,679e
666f,679f
666g,679g
666h,679h
666i,679i
667a,680a
667b,680b
668a,681a
668b,681b
668c,681c
668d,681d
668e,681e
668f,681f
668g,681g
669a,682a
669b,682b
669c,682c
669d,682d
669e,682e
669f,682f
669g,682g
670aa,683aa
670ab,683ab
670ac,683ac
670ad,683ad
670ae,683ae
670af,683af
670ag,683ag
670ah,683ah
670ai,683ai
670aj,683aj
670ak,683ak
670al,683al
670am,683am
670an,683an
670ao,683ao
670ap,683ap
670aq,683aq
670ar,683ar
670as,683as
670at,683at
670au,683au
670av,683av
670aw,683aw
670ax,683ax
670ay,683ay
670az,683az
670ba,683ba
670bb,683bb
670bc,683bc
670bd,683bd
670bf,683bf
670bg,683bg
670bh,683bh
670bi,683bi
670bj,683bj
670bk,683bk
670bl,683bl
670bm,683bm
670bn,683bn
670bo,683bo
670bp,683bp
670bq,683bq
670br,683br
670bs,683bs
670bt,683bt
670bu,683bu
670bv,683bv
670bw,683bw
670bx,683bx
670by,683by
670bz,683bz
670ca,683ca
670cb,683cb
670cc,683cc
670cd,683cd
670ce,683ce
670cf,683cf
670cg,683cg
670ch,683ch
670ci,683ci
670cj,683cj
670ck,683ck
670cl,683cl
670cm,683cm
670cn,683cn
670co,683co
670cp,683cp
670cq,683cq
670cr,683cr
670cs,683cs
670ct,683ct
670cu,683cu
670cv,683cv
670cw,683cw
670cx,683cx
670cy,683cy
670cz,683cz
670da,683da
670db,683db
670dc,683dc
670dd,683dd
670de,683de
670df,683df
670dg,683dg
670dh,683dh
670di,683di
671a,684a
671b,684b
671c,684c
671d,684d
672a,685a
672a1,685a1
672b,685b
672b1,685b1
672c,685c
672c1,685c1
672d,685d
672d1,685d1
672e,685e
672f,685f
673a,686a
673b,686b
673c,686c
673d,686d
673e,686e
673f,686f
674a,687a
674a1,687a1
674b,687b
674b1,687b1
674c,687c
674c1,687c1
674d,687d
674d1,687d1
674e,687e
674e1,687e1
674f,687f
674g,687g
675a,688a
675b,688b
675c,688c
676a,689a
676b,689b
676c,689c
676d,689d
676e,689e
676f,689f
676g,689g
676h,689h
676i,689i
677a,690a
678a,691a
678a1,691a1
678b,691b
678b1,691b1
678c,691c
678c1,691c1
678d,691d
678d1,691d1
678e,691e
678e1,691e1
678f,691f
678g,691g
678h,691h
679a,692a
679b,692b
679c,692c
679d,692d
679e,692e
679f,692f
680a,693a
680b,693b
680c,693c
680d,693d
681a,694a
681b,694b
681b1,694b1
681c,694c
681d,694d
681e,694e
681f,694f
681g,694g
682a,695a
682b,695b
682c,695c
682d,695d
682e,695e
682f,695f
682g,695g
682h,695h
683a,696a
683a1,696a1
683b,696b
683b1,696b1
683c,696c
683d,696d
684a,697a
684b,697b
684c,697c
684d,697d
684e,697e
684f,697f
684g,697g
684h,697h
684i,697i
684j,697j
684k,697k
684l,697l
684m,697m
684n,697n
684o,697o
684p,697p
685a,698a
685a1,698a1
685b,698b
685b1,698b1
685c,698c
685d,698d
685e,698e
685f,698f
686a,699a
686b,699b
686c,699c
686d,699d
686e,699e
686f,699f
686g,699g
686h,699h
686i,699i
686j,699j
686k,699k
686l,699l
686m,699m
686n,699n
686o,699o
686p,699p
686q,699q
686r,699r
686s,699s
686t,699t
686u,699u
686v,699v
686w,699w
686x,699x
686y,699y
686z,699z
686za,699za
687a,700a
687b,700b
687c,700c
687d,700d
687e,700e
687f,700f
687g,700g
687h,700h
687i,700i
687j,700j
688a,701a
688b,701b
688c,701c
688d,701d
688e,701e
688f,701f
689a,702a
689b,702b
690a,703a
690b,703b
690c,703c
690d,703d
690e,703e
690f,703f
690g,703g
691aa,704aa
691ab,704ab
691ac,704ac
691ad,704ad
691ae,704ae
691af,704af
691ag,704ag
691ah,704ah
691ai,704ai
691aj,704aj
691ak,704ak
691al,704al
691am,704am
691an,704an
691ao,704ao
691ap,704ap
691aq,704aq
691ar,704ar
691as,704as
691at,704at
691au,704au
691av,704av
691aw,704aw
691ax,704ax
691ay,704ay
691az,704az
691ba,704ba
691bb,704bb
691bc,704bc
691bd,704bd
691be,704be
691bf,704bf
691bg,704bg
691bh,704bh
691bi,704bi
691bj,704bj
691bk,704bk
691bl,704bl
691bm,704bm
691bn,704bn
691bo,704bo
691bp,704bp
691bq,704bq
691br,704br
691bs,704bs
691bt,704bt
691bu,704bu
691bv,704bv
691bw,704bw
691bx,704bx
691by,704by
691bz,704bz
691ca,704ca
691cb,704cb
691cc,704cc
691cd,704cd
691ce,704ce
691cf,704cf
691cg,704cg
691ch,704ch
691ci,704ci
691cj,704cj
691ck,704ck
691cl,704cl
692a,705a
692b,705b
692c,705c
692d,705d
693a,706a
693b,706b
693c,706c
693d,706d
693e,706e
693f,706f
694a,708a
694a1,708a1
694b,708b
694b1,708b1
694c,708c
694c1,708c1
694d,708d
694d1,708d1
694e,708e
694e1,708e1
694f,708f
694f1,708f1
694g,708g
694h,708h
694i,708i
695a,707a
695b,707b
696a,709a
696b,709b
696c,709c
696d,709d
696e,709e
696f,709f
697a,710a
697b,710b
697c,710c
697d,710d
697e,710e
697f,710f
697g,710g
698a,711a
698b,711b
698c,711c
698d,711d
698e,711e
698f,711f
698g,711g
698h,711h
698i,711i
698j,711j
698k,711k
698l,711l
698m,711m
698n,711n
698o,711o
698p,711p
698q,711q
698r,711r
698s,711s
698t,711t
698u,711u
698v,711v
698w,711w
698x,711x
699a,712a
699b,712b
699c,712c
699d,712d
699e,712e
699f,712f
699g,712g
699h,712h
699i,712i
699j,712j
699k,712k
699l,712l
699m,712m
700a,713a
700a1,713a1
700b,713b
700b1,713b1
700c,713c
700c1,713c1
700d,713d
700d1,713d1
700e,713e
700e1,713e1
700f,713f
700f1,713f1
700g,713g
700h,713h
700i,713i
701a,714a
701b,714b
701b1,714b1
701c,714c
701d,714d
701e,714e
701f,714f
701g,714g
702a,715a
702b,715b
702c,715c
702d,715d
702e,715e
702f,715f
703a,716a
703b,716b
704a,717a
704b,717b
704c,717c
704d,717d
704e,717e
704f,717f
704g,717g
704h,717h
704i,717i
704j,717j
704k,717k
704l,717l
704m,717m
704n,717n
704o,717o
704p,717p
704q,717q
704r,717r
704s,717s
704t,717t
704u,717u
704v,717v
704w,717w
705a,718a
705b,718e
705c,718b
705d,718c
705e,718d
706a,719a
706b,719b
706c,719c
706d,719d
706e,719e
706f,719f
706g,719g
706h,719h
706i,719i
706j,719j
707a,720a
707b,720b
707c,720c
707d,720d
707e,720e
707f,720f
707g,720g
707h,720h
707i,720i
707j,720j
707k,720k
707l,720l
708a,721a
708b,721b
708c,721c
708d,721d
708e,721e
708f,721f
708g,721g
709a,722a
709b,722b
710a,723a
710b,723b
710c,723c
710d,723d
710e,723e
710f,723f
710g,723g
710h,723h
710i,723i
710j,723j
710k,723k
710l,723l
710m,723m
710n,723n
710o,723o
710p,723p
710q,723q
710r,723r
710s,723s
710t,723t
710u,723u
710va,723va
710vb,723vb
710vc,723vc
710vd,723vd
710ve,723ve
710vf,723vf
710vg,723vg
710vh,723vh
710vi,723vi
710vj,723vj
710vk,723vk
710vl,723vl
710vm,723vm
710vn,723vn
710vo,723vo
710vp,723vp
710vq,723vq
710vr,723vr
710vs,723vs
710vt,723vt
710vu,723vu
710vv,723vv
710vw,723vw
710vx,723vx
710vy,723vy
710vz,723vz
710wa,723wa
712a,725a
712b,725b
712c,725c
712d,725d
712e,725e
712f,725f
713a,726a
713b,726b
714a,727a
714b,727b
714c,727c
714d,727d
714e,727e
714f,727f
714g,727g
714h,727h
714i,727i
714j,727j
715a,728a
715b,728b
715c,728c
715d,728d
715e,728e
715f,728f
715g,728g
716a,729a
716b,729b
716c,729c
716d,729d
716e,729e
716f,729f
716g,729g
716h,729h
716i,729i
716j,729j
716k,729k
716l,729l
716m,729m
716n,729n
716o,729o
716p,729p
716q,729q
716r,729r
717a,730a
717b,730b
717c,730c
717d,730d
717e,730e
717f,730f
717g,730g
717h,730h
718a,731a
718a1,731a1
718b,731b
718c,731c
719a,732a
719b,732b
719c,732c
719d,732d
719e,732e
719f,732f
719g,732g
719h,732h
719i,732i
719j,732j
720a,733a
720a1,733a1
720b,733b
720b1,733b1
720c,733c
720c1,733c1
720d,733d
720d1,733d1
720e,733e
720e1,733e1
720f,733f
720f1,733f1
720g,733g
720h,733h
720i,733i
720j,733j
721a,734a
721b,734b
722a,735a
722b,735b
722c,735c
722d,735d
722e,735e
722f,735f
722g,735g
722h,735h
722i,735i
722j,735j
722k,735k
722l,735l
722m,735m
722n,735n
722o,735o
722p,735p
722q,735q
722r,735r
722s,735s
722t,735t
722u,735u
722v,735v
723a,736a
723b,736b
723c,736c
723d,736d
723e,736e
723f,736f
723g,736g
724a,737a
724b,737b
724b1,737b1
724c,737c
724d,737d
724e,737e
724f,737f
724g,737g
725a,738a
725b,738b
725c,738c
725d,738d
725e,738e
725f,738f
725g,738g
726a,739a
726b,739b
726c,739c
726d,739d
726e,739e
726f,739f
726g,739g
726h,739h
726i,739i
726j,739j
726k,739k
726l,739l
727a,740a
727b,740b
728a,741a
728b,741b
728c,741c
728d,741d
728e,741e
728f,741f
728g,741g
728h,741h
728i,741i
728j,741j
728k,741k
728l,741l
728m,741m
728n,741n
728o,741o
728p,741p
728q,741q
728r,741r
728s,741s
729a,742a
729b,742b
730a,743a
730b,743b
730c,743c
730d,743d
730e,743e
730f,743f
730g,743g
731a,744a
731b,744b
731c,744c
731d,744d
731e,744e
731f,744f
731g,744g
731h,744h
731i,744i
731j,744j
731k,744k
731l,744l
731m,744m
731n,744n
731o,744o
731p,744p
731q,744q
731r,744r
731s,744s
731t,744t
731u,744u
731va,744va
731vb,744vb
731vc,744vc
731vd,744vd
731ve,744ve
731vf,744vf
731vg,744vg
731vh,744vh
731vi,744vi
731vj,744vj
731vk,744vk
731vl,744vl
731vm,744vm
731vn,744vn
731vo,744vo
731vp,744vp
731vq,744vq
731vr,744vr
731vs,744vs
731vt,744vt
731vu,744vu
731vv,744vv
731vw,744vw
731vx,744vx
731vy,744vy
731vz,744vz
731wa,744wa
731wb,744wb
731wc,744wc
731wd,744wd
731we,744we
731wf,744wf
731wg,744wg
731wh,744wh
731wi,744wi
731wj,744wj
733a,746a
733b,746b
733c,746c
733d,746d
733e,746e
733f,746f
734a,747a
734b,747b
734c,747c
734d,747d
734e,747e
734f,747f
734g,747g
735a,748a
735b,748b
735c,748c
735d,748d
735e,748e
735f,748f
735g,748g
736a,749a
736b,749b
736c,749c
736d,749d
736e,749e
736f,749f
736g,749g
736h,749h
736i,749i
737a,750a
737b,750b
737c,750c
737d,750d
737e,750e
737f,750f
737g,750g
737h,750h
737i,750i
737j,750j
738a,751a
738b,751b
739a,267a
739b,267b
739c,267c
739d,267d
739e,267e
740a,279a
740b,279b
740c,279c
740d,279d
740e,279e
740f,279f
741a,305a
741b,305b
741c,305c
741d,305d
741e,305e
741f,305f
741g,305g
742a,330a
742b,330b
743a,333a
743b,333b
743c,333c
743d,333d
743e,333e
743f,333f
744a,358a
744b,358b
744c,358c
744d,358d
744e,358e
744f,358f
744g,358g
744h,358h
745a,416a
745b,416b
745c,416c
745d,416d
745e,416e
745f,416f
745g,416g
746a,752a
746a1,752a1
746b,752b
746b1,752b1
746c,752c
746c1,752c1
746d,752d
746d1,752d1
746e,752e
746e1,752e1
746f,752f
746f1,752f1
746g,752g
746h,752h
746i,752i
746j,752j
747a,753a
747b,753b
747c,753c
747d,753d
747e,753e
747f,753f
747g,753g
747h,753h
747i,753i
748a,754a
748b,754b
748c,754c
748d,754d
748e,754e
748f,754f
748g,754g
748h,754h
748i,754i
748j,754j
748k,754k
748l,754l
748m,754m
748n,754n
748o,754o
748p,754p
748q,754q
748r,754r
748s,754s
748t,754t
748u,754u
748v,754v
749a,755a
749b,755b
749c,755c
749d,755d
749e,755e
749f,755f
749g,755g
749h,755h
749i,755i
750a,756a
750b,756b
750b1,756b1
750c,756c
750d,756d
750e,756e
750f,756f
750g,756g
750h,756h
751a,757a
751b,757b
751c,757c
751d,757d
751e,757e
751f,757f
751g,757g
752a,758a
752b,758b
753a,759a
753b,759b
753c,759c
753d,759d
753e,759e
753f,759f
753g,759g
753h,759h
753i,759i
753j,759j
753k,759k
753l,759l
754a,760a
754b,760b
754c,760c
754d,760d
754e,760e
754f,760f
754g,760g
754h,760h
754i,760i
754j,760j
754k,760k
754l,760l
754m,760m
754n,760n
754o,760o
754p,760p
754q,760q
754r,760r
754s,760s
755a,761a
755b,761b
755c,761c
755d,761d
755e,761e
755f,761f
755g,761g
755h,761h
755i,761i
10000a,10000a
10001a,10001a
